sentence,labels
"Not everyone can be managers , and the answer to those who ca n’t is n’t “ LET THEM STARVE , FUCK THE MEEK . ”",['SOCIAL_JUSTICE/INJUSTICE']
"Senator Orrin Hatch , in an earlier round of this century-long debate , told the Times , “ Youth unemployment and black unemployment will drastically rise .","['LOW-SKILLED', 'SOCIAL_JUSTICE/INJUSTICE']"
"While making a dollar more an hour may not sound like much to many of us , for someone who is tight on finances that forty dollars a week can really add up .",['SOCIAL_JUSTICE/INJUSTICE']
"At the time it was passed , opponents promised it would kill jobs and ultimately hurt the workers it was designed to help .",['UN/EMPLOYMENT_RATE']
Some argue that businesses will essentially pass costs of the wage increase on to consumers .,['PRICES']
Costly technology that increases business efficiency is more appealing as the price of labor increases .,['UN/EMPLOYMENT_RATE']
"It could certainly be the case that the initial raise to $ 11 did n’t require price increases , and future steps up will .",['PRICES']
"If that is the case , small businesses will attempt to get more production from existing staff rather than paying minimum wage to new employees .","['UN/EMPLOYMENT_RATE', 'COMPETITION/BUSINESS_CHALLENGES']"
ADJUST AND EVERYBODY IS GOING TOLOSE PURCHASING POWER .,['ECONOMIC_IMPACT']
"Based on data from 80s and early 90s , Daniel Aaronson estimated that a 10 percent increase in the minimum wage drove up the price of McDonald ’s burgers , KFC chicken , and Pizza Hut ’s pizza-like product by as much as 10 percent .",['PRICES']
Myth : Restaurant servers do n't need to be paid the minimum wage since they receive tips .,['OTHER']
"According to the Statistic Brain Research Institute , 2,382,000 US jobs were outsourced in 2015 with 44 % of companies saying they did so to reduce or control costs .",['UN/EMPLOYMENT_RATE']
"Meanwhile , the Underwear Institute warned that this and other laws were pushing up the cost of labor which would lead to “ increased use of machinery with the effect of displacing manpower . ”",['UN/EMPLOYMENT_RATE']
"Overall , if costs of living go up , then we may end up right back where we started .",['PRICES']
"The survey of more than 600 businesses found franchisees are more likely to take "" offsetting steps including reducing staff , reducing hours and using automation to manage the increased labor costs caused by minimum wage increases "" than are nonfranchised businesses .",['UN/EMPLOYMENT_RATE']
"In consumer economies and capitalistic societies , businesses tend to react to minimum wage increases by raising the prices of the goods and services they provide .",['PRICES']
"Meanwhile , Burger King and McDonald ' s can raise their prices a little bit without scaring off customers .",['PRICES']
"As explained by George Reisman , PhD , Professor Emeritus of Economics at Pepperdine University , "" The higher wages are , the higher costs of production are .",['COMPETITION/BUSINESS_CHALLENGES']
"If the price of goods and services goes up across the board to make up for higher employee wages , it may not only negate the wage hike for low-income workers , but also unintentionally hurt middle-class Americans ' pocketbooks .",['PRICES']
"Today , it ’s also not unusual to hear conservatives warning that a hike in the minimum wage will simply lead businesses to replace flesh and blood workers with those made from metal and wire , like sushi-making machines or “ burger-flipping robots ” that can do the job of unskilled workers for a fraction of the cost .","['UN/EMPLOYMENT_RATE', 'LOW-SKILLED']"
"A 2015 Purdue University study found that raising the wage of fast food restaurant employees to $ 15 or $ 22 per hour would result in a price increase of 4.3 % and 25 % respectively , or a reduction in product size between 12 % and 70 % : "" a hamburger would be much smaller , "" the researchers stated .",['PRICES']
"“ The business owner is forced to use less gas , skimp on the lettuce or cut staff . ”",['UN/EMPLOYMENT_RATE']
Perhaps employers will replace line workers with robots .,['UN/EMPLOYMENT_RATE']
"A 2013 article by the Federal Reserve Bank of Chicago stated that if the minimum wage is increased , fast-food restaurants would pass on almost 100 % of their increased labor costs on to consumers and that other firms may do the same .",['PRICES']
"Using $ 19 is an extreme example , but plenty of people argue that even a small bump could have detrimental effects .",['OTHER']
"This might sound like a selfish question , but how much more expensive would my hamburgers get if we raised the minimum wage ?",['PRICES']
"Jamie Richardson , MBA , Vice President of fast food chain White Castle , said that the company would be forced to close almost half its stores and let go thousands of workers if the federal minimum wage were raised to $ 15 .","['UN/EMPLOYMENT_RATE', 'COMPETITION/BUSINESS_CHALLENGES']"
"“ It ’s a win-win when employees can concentrate on serving customers , without worrying about how they are going to make rent or put food on their own table , ” he says .","['SOCIAL_JUSTICE/INJUSTICE', 'MOTIVATION/CHANCES']"
For example in the fast food industry alone research by the University of Illinois and UC Berkeley documents that taxpayers pay about $ 243 billion each year in indirect subsidies to the fast food industry because they pay wages so low that taxpayers must put up $ 243 billion to pay for public benefits for their workers .,['WELFARE']
Raising minimum wage can increase the cost of product .,['PRICES']
"Rome 2,000 years ago , fell because the government began fixing the prices of services and commodities … We , however , know what has always happened when governments have tried to superintend the industry of private persons .",['GOVERNMENT']
"Yes , there are actually people so hell-bent on denigrating fast food workers they are willing to give up an increase in their own hourly wage purely to preserve a false sense of superiority .",['SOCIAL_JUSTICE/INJUSTICE']
"While we do need to appreciate that there will always be low wage earners in jobs that seem less than desirable ( for example , a burger person in a fast food restaurant ) , we do need to also consider other factors .",['OTHER']
Raising the minimum wage would encourage companies to outsource jobs to countries where costs would be lower .,['UN/EMPLOYMENT_RATE']
"Also , the amount of labor sold would also be lower than the competitive optimal allocation .",['UN/EMPLOYMENT_RATE']
"And in retail , he said , labor is only 10 percent of the costs , so the impact is even lower .",['COMPETITION/BUSINESS_CHALLENGES']
"The manager of one Louisiana lumber company claimed that while the low cost of living in the South meant employers had n’t resorted to “ labor-saving machinery ” thus far , wage increases beyond a certain point would force them into doing so and “ eliminating over half of [ their ] men . ”",['UN/EMPLOYMENT_RATE']
"Based on data from the employers ' responses , the authors concluded that the increase in the minimum wage slightly increased employment in the New Jersey restaurants .",['UN/EMPLOYMENT_RATE']
"A recent survey from the conservative Employment Policies Institute , a conservative nonprofit research organization , found franchisees are more harmed than nonfranchised businesses when implementing wage hikes .",['OTHER']
"And in the case of Wal-Mart they have raised wages because of supply and demand and that ' s good … But the federal government doing this will make it harder and harder for the first rung of the ladder to be reached , particularly for young people , particularly for people that have less education . """,['LOW-SKILLED']
It was formerly supposed that the working of the laws of supply and demand would naturally regulate or eliminate that evil [ ... and ... ] ultimately produce a fair price .,['GOVERNMENT']
"In Massachusetts , wages are higher , and so are prices .",['PRICES']
"Given expanding opportunities for automation , firms may seize on higher wage-floors as an excuse to reorganise production and shed jobs .",['UN/EMPLOYMENT_RATE']
"Joseph E. Chastain , the owner of Lintz department stores , complained in 1966 that "" no company our size can live under such circumstances .",['COMPETITION/BUSINESS_CHALLENGES']
"“ The problem is that the wage really should be a price at which you sell the service — it should reflect your productivity as well as supply and demand , when they ’re set by the market , ” Orrenius said .",['GOVERNMENT']
Aselstine is certain that higher minimum wages affect the way companies hire for some jobs and leads to more of the “ gig ” economy built not around full time jobs but freelance opportunities and contract work .,['OTHER']
This is a huge burden to businesses but the cost will get pasted on to consumers .,"['COMPETITION/BUSINESS_CHALLENGES', 'PRICES']"
"To anyone making this argument , answer me this : can you honestly say that you or anyone you know ( leaving aside weirdo outliers like your Great Aunt Mildred who loses her shit when a penny goes into the couch cushions ) would be deterred from a fast food meal you / they otherwise wanted because of a price increase of 22 cents ?",['PRICES']
"Joseph E. Chastain , the owner of Lintz department stores , complained in 1966 that “ no company our size can live under such circumstances .",['COMPETITION/BUSINESS_CHALLENGES']
"Yet , the San Francisco leisure and hospitality industry , which includes full-service restaurants , has experienced positive job growth this year , including following the most recent minimum wage increase .",['UN/EMPLOYMENT_RATE']
"Assuming that holds true today , it means that bringing the minimum wage to $ 10.10 would tack $ 1.60 onto the cost of your Big Mac .",['PRICES']
He had to lay off 5 of his 35 employees who worked at his small book store in New Mexico .,['UN/EMPLOYMENT_RATE']
"This also is n’t particularly surprising considering the UMass-Amherst study which found that a wage increase from $ 7.25 / hour to $ 15 / hour , phased in over a period of four years , would have little to no impact on the fast food industry ’s profit margins in general .",['COMPETITION/BUSINESS_CHALLENGES']
"To the extent there is some small positive affect on inflation , it would be good for the economy because wages have been flat for decades .",['ECONOMIC_IMPACT']
"If the minimum wage is increased , companies may use more robots and automated processes to replace service employees .",['UN/EMPLOYMENT_RATE']
SPOILER ALERT : Many areas of the country cost a boat-load of money to live in .,['SOCIAL_JUSTICE/INJUSTICE']
Perhaps the fact that workers will have more to spend will blunt any impact from higher labor costs .,"['COMPETITION/BUSINESS_CHALLENGES', 'SOCIAL_JUSTICE/INJUSTICE']"
"Ordering businesses to pay entry-level workers more will make them hire fewer of them , and consider replacing more workers with robots or computers .","['LOW-SKILLED', 'UN/EMPLOYMENT_RATE']"
They argued that the mandated $ 15 pay unfairly lumps franchised businesses with large employers .,['COMPETITION/BUSINESS_CHALLENGES']
"In 1961 , one hotel manager lamented that if it the wage was increased , “ you will be able to buy hotels cheap . ”",['COMPETITION/BUSINESS_CHALLENGES']
Machines and their upkeep are not cheap .,['OTHER']
You know how we know a wage increase wo n’t suddenly make fast food companies replace all their employees with robots ?,['UN/EMPLOYMENT_RATE']
"Walmart , meanwhile , announced earlier this year that it would raise its starting wage to $ 9 an hour — and its average wage is $ 12 an hour , far lower than Costco ’s .",['OTHER']
But what about passing the increased labor costs on to consumers ?,['PRICES']
"The manager of one Louisiana lumber company claimed that while the low cost of living in the South meant employers had n’t resorted to "" labor-saving machinery "" thus far , wage increases beyond a certain point would force them into doing so and "" eliminating over half of [ their ] men . """,['UN/EMPLOYMENT_RATE']
But a 2011 study conducted by Ken Jacobs and Dave Graham-Squire at the UC-Berkeley Center for Labor Research and Education and Stephanie Luce at CUNY ’s Murphy Institute for Worker Education and Labor Studies estimated that raising the minimum wage to $ 12 per hour – two bucks more than what ’s currently on the table – would increase the cost of an average shopping trip to Wal-Mart by just 46 cents – or around $ 12 per year .,['PRICES']
"However , they also tested restaurants outside of Seattle and saw increases there as well , meaning that it could reflect higher food costs or other factors beyond the minimum wage hike .",['PRICES']
"However , the researchers note , “ in other cases … the absence of price effects shows the relative unimportance of labor in a business ’s cost structure . ”",['PRICES']
"Or , we all will be paying more for our provisions .",['PRICES']
"When you see people arguing against a minimum wage increase on the grounds that fast food workers do n’t deserve to make what other likewise underpaid workers make , that is as soul-crushingly perfect an illustration of the crab bucket mentality as you ’ll ever see .",['SOCIAL_JUSTICE/INJUSTICE']
"Undoubtedly we would have to liquidate . """,['UN/EMPLOYMENT_RATE']
"So your argument is that American fast food workers are currently significantly less lazy , by virtue of being treated like dogshit , than fast food workers in other countries who make a living wage ?",['SOCIAL_JUSTICE/INJUSTICE']
It has to be followed by some incentive to the microbusiness owner . ”,['COMPETITION/BUSINESS_CHALLENGES']
"When the minimum wage goes up , the theory says , businesses shape up .",['COMPETITION/BUSINESS_CHALLENGES']
"And if the issue here is ultimately about the potential damage to franchisees ( the “ small businesses ” according to their logic ) , maybe McDonald ’s should think about changing their batshit insane franchise agreements .",['COMPETITION/BUSINESS_CHALLENGES']
"One explanation , some economists speculated , was that firms had previously been getting away with paying workers less than they were able , because workers were prevented from searching for better-paid work by the costs involved in changing jobs .",['CAPITAL_VS_LABOR']
"This trend was more pronounced in the fast food and hotel sectors — more than 80 percent of franchised fast food owners said they would be more likely to reduce hiring , versus 58 percent of non-fast-food restaurant owners .",['UN/EMPLOYMENT_RATE']
"Getting back to the subject at hand , though , let ’s also pay attention to its sister argument : “ I make $ 12 / hour and I do n’t think I should be making the same as fast food employees . ”",['SOCIAL_JUSTICE/INJUSTICE']
"The Washington Post observed that as minimum wage campaigns gain traction around the country , "" Many [ restaurant ] chains are already at work looking for ingenious ways to take humans out of the picture , threatening workers in an industry that employs 2.4 million wait staffers , nearly 3 million cooks and food preparers and many of the nation ’s 3.3 million cashiers . """,['UN/EMPLOYMENT_RATE']
"And another paper published last September by economists Jeannette Wicks Lim and Robert Pollin estimated that a hike to $ 10.50 an hour would likely result in the price of a Big Mac increasing by only a dime , from $ 4.50 to $ 4.60 , on average .",['PRICES']
"Customers will tolerate a price increase due to inflation or supply chain issues , but wo n’t tolerate one due to employer-provided health care or wage increases ?",['PRICES']
"Some companies will be able to absorb the increased labor costs , while others with thin profit margins might cut their workforce or raise prices .","['UN/EMPLOYMENT_RATE', 'COMPETITION/BUSINESS_CHALLENGES', 'PRICES']"
"With that headwind of technology , the worst thing to do is to make jobs more expensive .",['UN/EMPLOYMENT_RATE']
And then we ' ll start paying down the national debt instead of borrowing more money from China to spend some money we do n't have .,['ECONOMIC_IMPACT']
"If raising the minimum wages caused a lot of inflation in the economy , it might cancel out the benefit to workers .",['PRICES']
Forbes reported that an increase in the minimum wage has led to the closure of several Wal-Mart stores and the cancellation of promised stores yet to open .,['COMPETITION/BUSINESS_CHALLENGES']
"Higher prices lead to decreased demand , which can have a depressive effect on the economy .","['ECONOMIC_IMPACT', 'PRICES']"
"In 1961 , one hotel manager lamented that if it the wage was increased , "" you will be able to buy hotels cheap . """,['COMPETITION/BUSINESS_CHALLENGES']
"Today , it ’s also not unusual to hear conservatives warning that a hike in the minimum wage will simply lead businesses to replace flesh and blood workers with those made from metal and wire , like sushi-making machines or "" burger-flipping robots "" that can do the job of unskilled workers for a fraction of the cost .","['UN/EMPLOYMENT_RATE', 'LOW-SKILLED']"
